voivodeship,name,latitude,longitude
mazowieckie,Adamów-Wieś,52.02417,20.59611
mazowieckie,Adamówek,51.94528,20.53944
mazowieckie,Adamówka,52.20694,21.46722
mazowieckie,Adelin,52.49611,21.44972
mazowieckie,Adientówka,52.1625,21.61111
mazowieckie,Adolfin,51.44944,21.38667
mazowieckie,Adolfowo,52.92806,20.07167
mazowieckie,Adolfów,52.64889,22.29444
mazowieckie,Agnieszkowo,52.9275,19.51806
mazowieckie,Agnieszkowo-Krzyżówki,52.91694,19.54583
mazowieckie,Albania,52.715,21.29139
mazowieckie,Albinów,52.17556,21.93611
mazowieckie,Aleksandria,52.01417,20.42
mazowieckie,Aleksandrowo,52.53139,20.8025
mazowieckie,Aleksandrowo k. Pokrytek,52.92667,20.3225
mazowieckie,Aleksandrynów,52.50222,19.37833
mazowieckie,Aleksandrów,51.16639,21.52139
mazowieckie,Aleksandrów Duży,51.08194,21.58528
mazowieckie,Aleksandrów Pierwszy,52.17278,21.22861
mazowieckie,Aleksandrów Południowy,52.21167,21.73111
mazowieckie,Aleksandrów Północny,52.21583,21.73222
mazowieckie,Aleksandrówka,51.41472,21.62917
mazowieckie,Aleksewo,52.59917,20.00306
mazowieckie,Alfonsowo,51.78333,20.96917
mazowieckie,Alfonsów,52.40056,19.87667
mazowieckie,Alfredów,51.35222,20.47333
mazowieckie,Alin,52.22333,20.19417
mazowieckie,Alojzów,51.22306,21.2525
mazowieckie,Altanka,52.25222,20.21889
mazowieckie,Amelin,53.06472,21.23806
mazowieckie,Anastazew,52.52361,21.48778
mazowieckie,Anatolin,52.32528,19.76417
mazowieckie,Andrzejewo,52.83056,22.20056
mazowieckie,Andrzejewo-Kolonie,52.84028,22.19056
mazowieckie,Andrzejewo-Zarzecze,52.82583,22.20417
mazowieckie,Andrzejki-Tyszki,52.97306,21.94722
mazowieckie,Andrzejów,51.2875,21.75389
mazowieckie,Andrzejów Duranowski,52.19917,20.24917
mazowieckie,Andrzejówka,51.41167,21.60389
mazowieckie,Andzin,52.58583,20.67972
mazowieckie,Anielew,52.16861,21.65167
mazowieckie,Anielin,51.23583,21.31444
mazowieckie,Anielin Górny,51.77389,21.28417
mazowieckie,Anielin Rozniszewski,51.78194,21.29139
mazowieckie,Anielina,52.16611,21.575
mazowieckie,Anielinek,52.22278,21.63833
mazowieckie,Anielów,51.77472,21.77389
mazowieckie,Anin,52.22139,21.15806
mazowieckie,Annopol,51.81667,20.57222
mazowieckie,Annowo,53.26889,20.79972
mazowieckie,Annów,51.40472,21.61917
mazowieckie,Antolek,52.33639,21.20361
mazowieckie,Antonia,53.46639,21.51194
mazowieckie,Antonie,53.11694,21.525
mazowieckie,Antoniew,52.0375,20.32944
mazowieckie,Antoniewo,52.74389,19.665
mazowieckie,Antoniewo Drugie,52.90528,19.97333
mazowieckie,Antoniewo-Góry,52.91361,19.96
mazowieckie,Antonin,51.82167,21.65639
mazowieckie,Antonina,52.20972,21.69639
mazowieckie,Antoninek,52.0325,21.48306
mazowieckie,Antoninów,52.05444,20.90528
mazowieckie,Antoniów,51.2,21.40444
mazowieckie,Antoniówka,51.42667,21.57722
mazowieckie,Antoniówka Wilczkowska,51.69139,21.49556
mazowieckie,Antoniówka Świerżowska,51.67611,21.48389
mazowieckie,Antonowo,52.72194,21.91639
mazowieckie,Antonówka,51.80278,21.94944
mazowieckie,Antosin,52.27444,20.08194
mazowieckie,Anulin,52.40722,19.36472
mazowieckie,Anusin,51.205,21.60528
mazowieckie,Anusinek,52.38278,21.01889
mazowieckie,Arcelin,52.655,20.31472
mazowieckie,Archutowo,52.50972,20.09806
mazowieckie,Archutówko,52.49944,20.08056
mazowieckie,Arciechów,52.37194,20.09528
mazowieckie,Arciechówek,52.36222,20.09278
mazowieckie,Artych,52.22333,22.73278
mazowieckie,Arynów,52.20528,21.53694
mazowieckie,Atalin,51.35944,21.61639
mazowieckie,Augustowo,52.7325,21.58028
mazowieckie,Augustów,51.34417,21.05139
mazowieckie,Augustówek,52.37417,20.69889
mazowieckie,Augustówka,51.98639,21.5025
mazowieckie,Baba,53.28139,21.59139
mazowieckie,Babia Góra,51.43333,20.77917
mazowieckie,Babice,51.69722,21.85667
mazowieckie,Babice Nowe,52.24139,20.84583
mazowieckie,Babice-Kolonia,51.69361,21.86472
mazowieckie,Babiec,52.31778,20.22222
mazowieckie,Babiec Piaseczny,52.89417,19.70528
mazowieckie,Babiec Rżały,52.90028,19.70944
mazowieckie,Babiec-Więczanki,52.90556,19.68472
mazowieckie,Babiec-Wrzosy,52.91306,19.68806
mazowieckie,Babilon,51.15167,21.62444
mazowieckie,Babilonka,51.93639,20.41278
mazowieckie,Babin,51.32556,21.69917
mazowieckie,Baboszewo,52.68139,20.25833
mazowieckie,Babska Huta,52.41972,19.34361
mazowieckie,Babski Borek,52.10944,20.28222
mazowieckie,Babskie Budy,52.10556,20.27083
mazowieckie,Baby,52.81667,20.60194
mazowieckie,Baby Dolne,52.42556,19.36278
mazowieckie,Baby Górne,52.42694,19.34028
mazowieckie,Bachorza,52.17139,22.84194
mazowieckie,Bachorza-Kolonia,52.39861,22.32083
mazowieckie,Bachorza-Ośrodek,52.39056,22.29917
mazowieckie,Bacze,52.92694,20.71361
mazowieckie,Baczewskie,53.12944,21.60333
mazowieckie,Baczki,52.37389,22.45306
mazowieckie,Baczki Fabryczne,52.53583,21.73528
mazowieckie,Badowo-Dańki,51.95167,20.54722
mazowieckie,Badowo-Kłody,51.93306,20.54139
mazowieckie,Badowo-Mściska,51.96,20.55194
mazowieckie,Badulki,51.55861,20.50694
mazowieckie,Badów Górny,51.94111,20.53167
mazowieckie,Bagatele,52.85944,21.69833
mazowieckie,Bagienice,53.255,20.86167
mazowieckie,Bagienice Duże,53.14556,20.00694
mazowieckie,Bagienice Małe,53.14306,20.01694
mazowieckie,Bagienice Nowe,53.13972,19.97833
mazowieckie,Bagienice Szlacheckie,53.05528,21.19944
mazowieckie,Bagienice Włościańskie,53.05583,21.19472
mazowieckie,Bagienice-Folwark,53.06528,21.185
mazowieckie,Bagienice-Pagórki,53.05417,21.22778
mazowieckie,Bagienko,52.69194,21.53972
mazowieckie,Bagna,52.54917,22.42667
mazowieckie,Bagno,52.39417,20.87639
mazowieckie,Bakuła,53.20861,21.25722
mazowieckie,Balcery,52.42444,21.50944
mazowieckie,Bale,52.24694,22.13139
mazowieckie,Balowa Góra,51.06417,21.55722
mazowieckie,Banachowizna,52.36639,21.37806
mazowieckie,Banaszka,51.63806,20.94361
mazowieckie,Bandysie,53.30139,21.2175
mazowieckie,Bania,51.44333,21.64222
mazowieckie,Baniocha,52.02333,21.125
mazowieckie,Baniocha-Osiedle,52.01944,21.13083
mazowieckie,Baniocha-Wieś,52.01611,21.14861
mazowieckie,Bankówka,52.26472,21.3975
mazowieckie,Barak,51.19806,20.86583
mazowieckie,Baraki,52.72722,20.4575
mazowieckie,Baraki Chotumskie,52.88917,20.49083
mazowieckie,Baraki Osuchowskie,51.87389,20.575
mazowieckie,Baraki Retkowskie,52.3075,21.50556
mazowieckie,Baranek,52.07472,22.32111
mazowieckie,Barania Ruda,52.135,21.92222
mazowieckie,Baranicha,51.815,21.59889
mazowieckie,Baraniec,52.7725,20.47194
mazowieckie,Baranowo,53.17556,21.29667
mazowieckie,Baranów,51.21722,21.73611
mazowieckie,Baranówka,52.365,20.69722
mazowieckie,Barańce,52.95417,20.79472
mazowieckie,Barchów,52.51667,21.65361
mazowieckie,Barchów-Zacisze,52.52417,21.65889
mazowieckie,Barcice,52.53611,21.2625
mazowieckie,Barcice Drwalewskie,51.90806,20.99639
mazowieckie,Barcice Rososkie,51.88833,21.14556
mazowieckie,Barcikowo,52.51528,19.89556
mazowieckie,Barcząca,52.15417,21.63611
mazowieckie,Bardonki,52.83083,20.66
mazowieckie,Bardychowo,52.76639,22.01889
mazowieckie,Bardzice,51.30056,21.16028
mazowieckie,Bargłówek,52.26222,20.40528
mazowieckie,Bartków,52.34194,22.54667
mazowieckie,Bartnia,52.79972,21.23278
mazowieckie,Bartniki,52.00806,20.25889
mazowieckie,Bartodzieje,51.33528,21.48639
mazowieckie,Bartodzieje-Gajówka,52.69639,21.16611
mazowieckie,Bartodzieje-Kolonia,51.53417,21.19694
mazowieckie,Bartosy,52.90278,21.68889
mazowieckie,Bartosz,52.38889,22.23583
mazowieckie,Bartoszówka,51.97583,20.65833
mazowieckie,Bartołdy,52.96167,20.835
mazowieckie,Bartyki,52.16167,21.11694
mazowieckie,Barycz Nowa,51.31194,21.64417
mazowieckie,Barycz Stara,51.31139,21.66639
mazowieckie,Barycz-Kolonia,51.31861,21.65194
mazowieckie,Baryczka,51.31806,21.81639
mazowieckie,Basin,52.14806,20.50278
mazowieckie,Basinek,52.17972,20.2175
mazowieckie,Basinów,51.69306,21.35417
mazowieckie,Baszkówka,52.03333,20.91944
mazowieckie,Batlaki,53.10528,21.51139
mazowieckie,Batogowo,52.97528,21.30833
mazowieckie,Bazar,52.86333,21.11
mazowieckie,Bałda,53.35667,21.51139
mazowieckie,Bałkany,52.43778,22.44889
mazowieckie,Bałki,52.42944,22.35861
mazowieckie,Bażantarnia,51.505,21.49861
mazowieckie,Beale,52.71917,21.49028
mazowieckie,Bebechówek,51.09861,21.70861
mazowieckie,Bednary,52.02667,20.39972
mazowieckie,Bednary Dolne,52.02222,20.40056
mazowieckie,Bednary Górne,52.02083,20.38639
mazowieckie,Bednary Rzeczne,52.02333,20.41222
mazowieckie,Bednarze,52.47028,21.78444
mazowieckie,Begno,52.61167,20.05583
mazowieckie,Bejdy,52.16611,22.59528
mazowieckie,Belin,52.65722,20.66722
mazowieckie,Belno,52.38639,19.31611
mazowieckie,Belsk Duży,51.82611,20.80972
mazowieckie,Belsk Mały,51.84,20.81778
mazowieckie,Belweder,51.70389,20.72583
mazowieckie,Bemowo,52.24917,20.90861
mazowieckie,Bemowo-Lotnisko,52.25528,20.91639
mazowieckie,Bendorzyn,52.70972,19.58806
mazowieckie,Benenard,52.02583,20.43083
mazowieckie,Beniaminów,52.44222,21.10611
mazowieckie,Benkowo,52.76444,20.50333
mazowieckie,Berencizna,52.48139,20.71861
mazowieckie,Berkoskie,53.14083,21.6
mazowieckie,Berkowizna,51.09639,21.44
mazowieckie,Bersonówka,51.78139,21.03611
mazowieckie,Berędy,52.3725,21.55917
mazowieckie,Bestwiny,52.07389,21.61111
mazowieckie,Beszyno,52.55861,20.31611
mazowieckie,Bełczączka,51.45,21.45111
mazowieckie,Bełdyki,52.84833,21.35111
mazowieckie,Bełek,51.64889,20.61667
mazowieckie,Bełkowo,52.76889,19.93333
mazowieckie,Beźnik,51.43194,20.71778
mazowieckie,Biała,52.60528,19.64889
mazowieckie,Biała Góra,51.7175,21.10167
mazowieckie,Biała Paśnia,52.10611,22.83861
mazowieckie,Biała-Osiedle,52.60389,19.64889
mazowieckie,Biała-Parcela,52.60667,19.67361
mazowieckie,Białasy,52.91833,19.64833
mazowieckie,Białe,52.50528,19.51556
mazowieckie,Białe Błoto,52.59056,20.93389
mazowieckie,Białe-Chorosze,52.75083,22.37639
mazowieckie,Białe-Figle,52.75,22.37944
mazowieckie,Białe-Giezki,52.77556,22.36778
mazowieckie,Białe-Kwaczoły,52.75528,22.37083
mazowieckie,Białe-Misztale,52.76639,22.34889
mazowieckie,Białe-Papieże,52.76722,22.34389
mazowieckie,Białe-Szczepanowice,52.76333,22.36722
mazowieckie,Białe-Zieje,52.76528,22.35889
mazowieckie,Białebłoto-Kobyla,52.70583,21.60639
mazowieckie,Białebłoto-Kurza,52.69111,21.62278
mazowieckie,Białebłoto-Stara Wieś,52.70611,21.61778
mazowieckie,Białka,51.13833,21.21056
mazowieckie,Białki,52.12889,22.30806
mazowieckie,Białkowo,52.54917,19.83889
mazowieckie,Białobiel,53.11722,21.56056
mazowieckie,Białobrzeg,52.85944,21.44944
mazowieckie,Białobrzeg Bliższy,53.10139,21.49333
mazowieckie,Białobrzeg Dalszy,53.11167,21.45
mazowieckie,Białobrzegi,51.64556,20.95389
mazowieckie,Białobrzegi-Kolonia,51.19833,21.76639
mazowieckie,Białocin,52.27639,19.96889
mazowieckie,Białocin-Ostrowce,52.27194,19.97278
mazowieckie,Białoskóry,52.77028,19.70167
mazowieckie,Białotarsk,52.44472,19.32167
mazowieckie,Białowieża,52.73417,21.05139
mazowieckie,Białołęka,52.31861,21.03222
mazowieckie,Białołęka Dworska,52.34222,20.99056
mazowieckie,Białuchy,53.3225,21.20917
mazowieckie,Białusny Lasek,53.35667,21.305
mazowieckie,Białutki,52.24333,20.62667
mazowieckie,Białuty,52.22417,20.60139
mazowieckie,Biały Dwór,53.09694,19.88333
mazowieckie,Biały Ług,51.40944,21.64972
mazowieckie,Białynia,51.98944,21.7075
mazowieckie,Białyszewo,52.78083,19.73833
mazowieckie,Białyszewo-Towarzystwo,52.77111,19.73111
mazowieckie,Bibiampol,52.28389,20.23889
mazowieckie,Bibiampol-Borki,52.28889,20.26333
mazowieckie,Bibijampol Mały,52.27917,20.23861
mazowieckie,Bidakowo,53.07694,19.89611
mazowieckie,Biedocin,52.36444,21.13417
mazowieckie,Biedrzyce-Koziegłowy,52.96806,21.28944
mazowieckie,Biedrzyce-Stara Wieś,52.95806,21.27306
mazowieckie,Bieduszki,51.25944,20.83917
mazowieckie,Biedów,51.24778,21.46444
mazowieckie,Bieganów,52.04583,20.4925
mazowieckie,Biejkowska Wola,51.69083,20.98444
mazowieckie,Biejków,51.695,21.00333
mazowieckie,Biel,52.15778,22.39889
mazowieckie,Biela,52.77806,20.77361
mazowieckie,Bielany,51.18833,21.43194
mazowieckie,Bielany-Borysy,52.34667,22.25083
mazowieckie,Bielany-Jarosławy,52.33417,22.25778
mazowieckie,Bielany-Wąsy,52.34944,22.24861
mazowieckie,Bielany-Żyłaki,52.34167,22.24694
mazowieckie,Bielawa,52.10861,21.13
mazowieckie,Bielawa pod Górami,52.10694,21.10361
mazowieckie,Bielawa-Nabrzeże,52.10778,21.14722
mazowieckie,Bielawa-Parcele,52.10472,21.12111
mazowieckie,Bielawka,52.76806,20.39111
mazowieckie,Bielawy,52.42028,19.55556
mazowieckie,Bielawy Gołuskie,52.93861,19.96333
mazowieckie,Bielawy Jabłońskie,51.55889,20.73528
mazowieckie,Biele,52.67111,20.46139
mazowieckie,Bielice,52.17806,20.28056
mazowieckie,Bielicha,51.41583,21.08694
mazowieckie,Bielin,52.84944,20.61861
mazowieckie,Bielino,52.50083,19.77694
mazowieckie,Bieliny,51.4225,20.50167
mazowieckie,Bielne,52.69944,20.71639
mazowieckie,Bielsk,52.67139,19.80444
mazowieckie,Bieniew,52.37,20.11917
mazowieckie,Bieniewice,52.1825,20.56361
mazowieckie,Bieniewiec,52.02417,20.63083
mazowieckie,Bieniewo-Parcela,52.20639,20.49639
mazowieckie,Bieniewo-Wieś,52.18917,20.48694
mazowieckie,Bieniędzice,51.40889,20.92722
mazowieckie,Bierce,51.47861,20.62194
mazowieckie,Bierdzież,51.45694,21.72861
mazowieckie,Biernaty,53.03833,21.20139
mazowieckie,Biernaty Średnie,52.22139,22.67528
mazowieckie,Biernik,51.95889,20.33361
mazowieckie,Bierutowo,52.38194,22.06833
mazowieckie,Bierwce,51.56583,21.15944
mazowieckie,Bierwiecka Wola,51.54361,21.16806
mazowieckie,Bierzewice,52.45111,19.47556
mazowieckie,Bieszków Dolny,51.20111,20.9675
mazowieckie,Bieszków Górny,51.21083,20.9825
mazowieckie,Bieńki-Bucice,52.81806,20.67639
mazowieckie,Bieńki-Karkuty,52.80694,20.67639
mazowieckie,Bieńki-Skrzekoty,52.80028,20.675
mazowieckie,Bieńki-Śmietanki,52.81583,20.68361
mazowieckie,Bieżany,52.93222,20.16639
mazowieckie,Bieżuń,52.95972,19.88833
mazowieckie,Bikówek,51.8825,20.82
mazowieckie,Biliki,53.0725,20.79639
mazowieckie,Billerówka,52.17806,20.90667
mazowieckie,Binduga,52.35389,22.85722
mazowieckie,Bindugi,52.52722,21.14194
mazowieckie,Bindużka,52.7925,21.3325
mazowieckie,Biniędy,51.71333,20.83194
mazowieckie,Biskupice,52.16889,20.68278
mazowieckie,Biskupice-Majątek,52.1625,20.69889
mazowieckie,Biskupiec,51.18167,21.25333
mazowieckie,Bitkowice,52.44889,20.23917
mazowieckie,Biłgoraj,52.67889,22.21472
mazowieckie,Biłki,52.51972,20.80083
mazowieckie,Blachownia,51.3475,20.64889
mazowieckie,Bledzewko,52.8125,19.60639
mazowieckie,Bledzewo,52.82528,19.61944
mazowieckie,Blich,51.41028,20.93889
mazowieckie,Blichowo,52.55972,20.00083
mazowieckie,Blichowo-Cytatki,52.56861,20.02556
mazowieckie,Blichowo-Tybusie,52.55917,20.01222
mazowieckie,Blinno,52.90472,19.47194
mazowieckie,Blizne Jasińskiego,52.24528,20.87417
mazowieckie,Blizne Łaszczyńskiego,52.24306,20.88583
mazowieckie,Blizno,52.94,19.58583
mazowieckie,Blochy,52.73694,21.60278
mazowieckie,Bobin,52.96083,21.6325
mazowieckie,Bobinek,53.05417,21.52278
mazowieckie,Bobino Wielkie,53.04111,21.06528
mazowieckie,Bobino-Grzybki,53.04583,21.0425
mazowieckie,Bobki,51.49056,21.56361
mazowieckie,Bobrek,51.60861,21.04778
mazowieckie,Bobrek-Kolonia,51.61389,21.06
mazowieckie,Bobrowce,51.86889,20.60806
mazowieckie,Bobrowiec,52.06222,20.965
mazowieckie,Bobrowniki,51.60028,21.2875
mazowieckie,Bobrowo,52.86222,19.66111
mazowieckie,Bobry,53.26611,20.83306
mazowieckie,Boby,52.78083,21.12556
mazowieckie,Bochenka,51.37194,20.44806
mazowieckie,Bochny,52.61972,22.41667
mazowieckie,Bocian,52.075,21.43722
mazowieckie,Bocianica,53.19861,21.15194
mazowieckie,Bociany,51.35778,20.66722
mazowieckie,Bocianówka,51.49667,21.06583
mazowieckie,Boczkówek,52.29333,20.19778
mazowieckie,Bodychów,52.12667,20.44194
mazowieckie,Bodzanów,52.5,20.03278
mazowieckie,Bodzew,51.79083,20.81556
mazowieckie,Bodziejewo,52.79167,20.79389
mazowieckie,Boernerowo,52.26306,20.90139
mazowieckie,Bogate,52.95556,20.98694
mazowieckie,Bogatki,52.01111,20.96306
mazowieckie,Bogdalec,52.90333,21.02583
mazowieckie,Bogdaniec,52.23778,20.335
mazowieckie,Bogdanka,52.92972,20.48861
mazowieckie,Bogdany Małe,53.23833,20.84917
mazowieckie,Bogdany Wielkie,53.24778,20.84694
mazowieckie,Bogdanówka,52.03694,21.71056
mazowieckie,Boglewice,51.80889,20.99778
mazowieckie,Bogucin,51.49972,21.56889
mazowieckie,Bogumiła,52.21472,20.13417
mazowieckie,Bogurzyn,53.04639,20.27417
mazowieckie,Bogurzynek,53.03639,20.25861
mazowieckie,Boguszewiec,52.97972,19.72139
mazowieckie,Boguszków,51.79917,21.26111
mazowieckie,Boguszówka,51.45056,21.82944
mazowieckie,Boguszówka-Górki,51.44806,21.84444
mazowieckie,Bogusławice,51.34528,21.29
mazowieckie,Bogusławice-Kolonia,51.33861,21.27944
mazowieckie,Boguty Leśne,52.73528,22.40639
mazowieckie,Boguty Wielkie,52.71667,22.40361
mazowieckie,Boguty-Augustyny,52.74194,22.41167
mazowieckie,Boguty-Chruściele,52.71417,22.40361
mazowieckie,Boguty-Milczki,52.74861,22.41472
mazowieckie,Boguty-Pianki,52.71667,22.41556
mazowieckie,Boguty-Rubiesze,52.73194,22.41778
mazowieckie,Boguty-Stęgiewki,52.71583,22.40056
mazowieckie,Boguty-Żurawie,52.71361,22.39639
mazowieckie,Bohy,52.37583,22.46778
mazowieckie,Boiska,51.17167,21.76833
mazowieckie,Boiska-Kolonia,51.18833,21.75333
mazowieckie,Bojanowo,52.92056,20.07083
mazowieckie,Bojany,52.67639,21.77833
mazowieckie,Bojary,52.66889,22.07472
mazowieckie,Bojarów,52.10944,21.23056
mazowieckie,Bojec,51.29528,21.05333
mazowieckie,Bojewo,52.59361,21.96056
mazowieckie,Bojmie,52.20389,21.95361
mazowieckie,Bolechowice,52.66083,19.77583
mazowieckie,Bolechówek,52.02806,21.51583
mazowieckie,Bolesty,52.17306,22.69639
mazowieckie,Bolesty-Kolonia,52.16528,22.72472
mazowieckie,Bolesławek,51.99667,20.64861
mazowieckie,Bolesławiec Leśny,51.78806,20.59056
mazowieckie,Bolesławowo,52.50083,20.93306
mazowieckie,Bolesławów,52.1225,21.44
mazowieckie,Bolewo,52.97667,20.44861
mazowieckie,Bolino,52.41306,20.23167
mazowieckie,Bolki,52.88222,21.10444
mazowieckie,Bolkowizna,52.61083,22.08528
mazowieckie,Bolęcin,51.3075,20.64472
mazowieckie,Bombalice,52.71361,19.77806
mazowieckie,Bonin,52.23833,23.02833
mazowieckie,Bonin-Ogródki,52.23111,23.01361
mazowieckie,Bonisław,52.71722,19.75139
mazowieckie,Borawe,52.99556,21.58889
mazowieckie,Borcuchy,51.09917,21.32889
mazowieckie,Borczyny,53.09667,19.845
mazowieckie,Boreczek,52.67222,22.03639
mazowieckie,Borek,51.52,21.8225
mazowieckie,Borek Czarniński,52.23528,21.58
mazowieckie,Borek Miński,52.23056,21.56528
mazowieckie,Borek Łochowski,52.53917,21.69861
mazowieckie,Borki,51.1825,20.71778
mazowieckie,Borki Bartodziejskie,51.51417,21.19972
mazowieckie,Borki Goźlińskie,51.89472,21.33889
mazowieckie,Borki Jasieńskie,51.64639,20.925
mazowieckie,Borki Lisowskie,51.51333,21.185
mazowieckie,Borki Siedleckie,52.23194,22.28972
mazowieckie,Borki Stawiszyńskie,51.64389,20.92583
mazowieckie,Borki-Kosiorki,52.10278,22.32
mazowieckie,Borki-Kosy,52.0875,22.36528
mazowieckie,Borki-Paduchy,52.08806,22.34639
mazowieckie,Borki-Pasieki,52.81861,21.51944
mazowieckie,Borki-Pole,52.37389,20.26694
mazowieckie,Borki-Sołdy,52.09111,22.33917
mazowieckie,Borki-Wyrki,52.1125,22.35222
mazowieckie,Borkowice,51.32167,20.68167
mazowieckie,Borkowizna,51.8625,21.08972
mazowieckie,Borkowo,52.56056,20.66417
mazowieckie,Borkowo Kościelne,52.83972,19.71333
mazowieckie,Borkowo Wielkie,52.855,19.73417
mazowieckie,Borkowo-Boksy,53.07278,20.77083
mazowieckie,Borkowo-Falenta,53.08389,20.76083
mazowieckie,Borkowo-Młyn,52.85139,19.70222
mazowieckie,Borkowo-Parcele,52.83361,19.69667
mazowieckie,Borków,52.08722,21.47778
mazowieckie,Boroszków,52.13278,22.12556
mazowieckie,Borowa Droga,52.25028,20.10806
mazowieckie,Borowa Góra,52.48194,21.02917
mazowieckie,Borowa Wola,51.52222,20.60806
mazowieckie,Borowce,52.99528,21.71444
mazowieckie,Borowe,51.65194,20.785
mazowieckie,Borowe-Chrzczany,53.12694,20.77889
mazowieckie,Borowe-Gryki,53.13083,20.78278
mazowieckie,Borowica,52.7875,20.77528
mazowieckie,Borowice,52.48972,19.88972
mazowieckie,Borowiczki-Cukrownia,52.51639,19.77083
mazowieckie,Borowiczki-Parcele,52.52028,19.78444
mazowieckie,Borowiczki-Pieńki,52.505,19.79111
mazowieckie,Borowie,51.94889,21.76667
mazowieckie,Borowie Poduchowne,51.96194,21.75222
mazowieckie,Borowie-Kolonia,51.95778,21.74389
mazowieckie,Borowiec,51.26306,21.78917
mazowieckie,Borowiec Pierwszy,51.47222,20.94889
mazowieckie,Borowina,52.0525,21.11667
mazowieckie,Borowina A,51.58083,20.63833
mazowieckie,Borowina B,51.57333,20.61944
mazowieckie,Borowo,51.17444,21.53806
mazowieckie,Borsuki,52.27167,23.0975
mazowieckie,Borsuki-Gajówka,52.64361,21.15
mazowieckie,Borsuki-Kolonia,52.64278,21.12861
mazowieckie,Borucza,52.37278,21.54444
mazowieckie,Boruty,51.80472,20.83306
mazowieckie,Borychów,52.36917,22.39583
mazowieckie,Boryszew,52.18917,21.31278
mazowieckie,Boryszew Pierwszy,52.20028,20.21139
mazowieckie,Boryszewek,52.20611,20.20722
mazowieckie,Boryszewo,52.54889,19.76167
mazowieckie,Borza-Przechy,52.75611,20.89194
mazowieckie,Borza-Strumiany,52.7525,20.88389
mazowieckie,Borzeń,52.45194,20.12944
mazowieckie,Borzuchowo-Daćbogi,53.05056,20.5725
mazowieckie,Borzychy,52.465,21.9075
mazowieckie,Borzymy,52.50556,21.64083
mazowieckie,Borzymówka,52.12417,20.19972
mazowieckie,Borzęcin,51.75361,20.63167
mazowieckie,Borzęcin Duży,52.25222,20.73389
mazowieckie,Borzęcin Mały,52.24611,20.70306
mazowieckie,Borów,51.24778,21.38861
mazowieckie,Borówek,52.02917,21.66972
mazowieckie,Borówka,51.93694,20.55667
mazowieckie,Boska Wola,51.71333,21.15611
mazowieckie,Bończa,51.72917,21.05972
mazowieckie,Bońki,52.60444,20.36056
mazowieckie,Bońkowo Kościelne,52.96333,20.21444
mazowieckie,Bońkowo Podleśne,52.96222,20.19
mazowieckie,Bońkowo-Kolonia,52.95667,20.22611
mazowieckie,Boża Wola,51.58028,21.22806
mazowieckie,Boże,51.695,21.13278
mazowieckie,Bożenczyzna,51.34,21.61389
mazowieckie,Bożewo,52.68667,20.16194
mazowieckie,Bożewo Nowe,52.71556,19.555
mazowieckie,Bożewo Szlacheckie,52.68583,20.1725
mazowieckie,Bożewo-Kmiece,52.6775,20.16083
mazowieckie,Bożewo-Pieńki,52.73778,19.53722
mazowieckie,Boży Dar,51.15028,21.57611
mazowieckie,Bożówka,51.72139,21.39
mazowieckie,Braki,52.1875,20.11611
mazowieckie,Braki-Parcel,52.19472,20.11833
mazowieckie,Bramki,52.19556,20.53083
mazowieckie,Bramki Dolne,52.20222,20.54
mazowieckie,Bramki Ludne,52.20583,20.51778
mazowieckie,Bramki Ukazowe,52.19194,20.52806
mazowieckie,Bramura,52.94528,21.03806
mazowieckie,Branica,51.5925,20.90528
mazowieckie,Branków,51.70361,21.02806
mazowieckie,Bratne,52.7925,20.68972
mazowieckie,Bratoszewo,52.42417,19.44806
mazowieckie,Brańszczyk,52.62722,21.58528
mazowieckie,Brańszczyk-Nakieł,52.61417,21.56194
mazowieckie,Breginie,52.90278,20.19583
mazowieckie,Brelki,52.72222,19.91806
mazowieckie,Brendy,52.42222,20.28194
mazowieckie,Brewki Zakościelne,52.76083,22.12389
mazowieckie,Brochocin,52.30833,20.30306
mazowieckie,Brochocinek,52.57833,19.78861
mazowieckie,Brochów,52.32222,20.26167
mazowieckie,Brochów-Kolonia,52.30944,20.29194
mazowieckie,Brodacze,52.37083,22.28972
mazowieckie,Brodek,51.58778,20.82694
mazowieckie,Brodki,52.06,21.93361
mazowieckie,Brodowa,52.24806,20.19639
mazowieckie,Brodowe Łąki,53.26444,21.22639
mazowieckie,Brodowo,52.67222,20.84333
mazowieckie,Brodowo-Bąboły,52.67056,20.87194
mazowieckie,Brodowo-Dębówka,52.66278,20.85278
mazowieckie,Brodowo-Kuce,52.67167,20.84611
mazowieckie,Brodowo-Wity,52.68,20.87417
mazowieckie,Brodowo-Żyłki,52.6625,20.86694
mazowieckie,Brody,51.56306,21.25694
mazowieckie,Brody Duże,52.43083,20.07694
mazowieckie,Brody Małe,52.44722,20.07639
mazowieckie,Brody Młockie,52.80306,20.43944
mazowieckie,Brody-Parcele,52.47778,20.74361
mazowieckie,Brodzięcin,52.75611,20.59528
mazowieckie,Brodówka,52.09222,21.55833
mazowieckie,Brogi,52.27472,20.35528
mazowieckie,Brogowa,51.42056,20.64639
mazowieckie,Brok,52.69833,21.8575
mazowieckie,Bromierz,52.65778,19.99667
mazowieckie,Bromierzyk,52.30944,20.38472
mazowieckie,Brominy,51.95194,20.86194
mazowieckie,Broncin,51.74833,21.24944
mazowieckie,Bronin,52.14639,22.855
